timestamp,open,high,low,close,volume,atr_short,atr_long,equity,realized_pnl,unrealized_pnl,flatten_ratio,num_open_positions,lowrider_state
2025-11-19 19:36:00+00:00,1.15253,1.15254,1.15249,1.15253,70.0,,,0.0,0.0,0.0,,0,idle
2025-11-19 19:37:00+00:00,1.15251,1.15258,1.15247,1.15248,97.0,8.000000000008001e-05,,0.0,0.0,0.0,,0,idle
2025-11-19 19:38:00+00:00,1.15248,1.15257,1.15247,1.15251,122.0,9.000000000014552e-05,,0.0,0.0,0.0,,0,idle
2025-11-19 19:39:00+00:00,1.15252,1.15257,1.15242,1.15242,127.0,0.00012000000000023103,,0.0,0.0,0.0,,0,idle
2025-11-19 19:40:00+00:00,1.15242,1.15244,1.1523,1.15242,177.0,0.00013000000000013,,0.0,0.0,0.0,,0,idle
2025-11-19 19:41:00+00:00,1.15242,1.15242,1.15228,1.15236,124.0,0.00013500000000019052,,0.0,0.0,0.0,,0,idle
2025-11-19 19:42:00+00:00,1.15236,1.15241,1.15228,1.15229,135.0,0.00013250000000018802,,0.0,0.0,0.0,,0,idle
2025-11-19 19:43:00+00:00,1.15228,1.15238,1.15226,1.15234,105.0,0.00012625000000015402,,0.0,0.0,0.0,,0,idle
2025-11-19 19:44:00+00:00,1.15233,1.15237,1.15228,1.1523,105.0,0.00010812500000014977,,0.0,0.0,0.0,,0,idle
2025-11-19 19:45:00+00:00,1.15231,1.15232,1.15226,1.15227,86.0,8.40625000001604e-05,,0.0,0.0,0.0,,0,idle
2025-11-19 19:46:00+00:00,1.15227,1.15232,1.1522,1.15221,102.0,0.00010203125000025123,,0.0,0.0,0.0,,0,idle
2025-11-19 19:47:00+00:00,1.15221,1.15228,1.15217,1.15224,147.0,0.00010601562500026388,,0.0,0.0,0.0,,0,idle
2025-11-19 19:48:00+00:00,1.15224,1.1523,1.1522,1.15221,130.0,0.00010300781250034848,,0.0,0.0,0.0,,0,idle
2025-11-19 19:49:00+00:00,1.15221,1.15223,1.1522,1.15221,98.0,6.650390625038353e-05,0.00010357142857164714,0.0,0.0,0.0,,0,idle
2025-11-19 19:50:00+00:00,1.1522,1.15223,1.1521,1.15211,90.0,9.825195312539555e-05,0.00010545918367370146,0.0,0.0,0.0,,0,idle
2025-11-19 19:51:00+00:00,1.15211,1.15218,1.15207,1.15213,125.0,0.00010412597656283605,0.00010578352769702826,0.0,0.0,0.0,,0,idle
2025-11-19 19:52:00+00:00,1.15213,1.15218,1.15204,1.15205,113.0,0.00012206298828154354,0.00010822756143297275,0.0,0.0,0.0,,0,idle
2025-11-19 19:53:00+00:00,1.15204,1.1521,1.15198,1.15199,135.0,0.00012103149414083178,0.00010906844990205469,0.0,0.0,0.0,,0,idle
2025-11-19 19:54:00+00:00,1.15199,1.15205,1.15194,1.15199,154.0,0.00011551574707055416,0.00010913498919478483,0.0,0.0,0.0,,0,idle
2025-11-19 19:55:00+00:00,1.15192,1.15199,1.1518,1.15198,237.0,0.00015275787353545534,0.00011491106139518281,0.0,0.0,0.0,,0,idle
2025-11-19 19:56:00+00:00,1.15198,1.15201,1.15188,1.15199,126.0,0.00014137893676782043,0.00011598884272411158,0.0,0.0,0.0,,0,idle
2025-11-19 19:57:00+00:00,1.152,1.15213,1.15197,1.15199,223.0,0.00015068946838410125,0.00011913249681527376,0.0,0.0,0.0,,0,idle
2025-11-19 19:58:00+00:00,1.15199,1.15211,1.15191,1.1521,207.0,0.00017534473419215062,0.00012490874704276848,0.0,0.0,0.0,,0,idle
2025-11-19 19:59:00+00:00,1.15206,1.15212,1.15203,1.1521,145.0,0.00013267236709614807,0.00012241526511115255,0.0,0.0,0.0,,0,idle
2025-11-19 20:00:00+00:00,1.1521,1.15214,1.15202,1.15212,128.0,0.00012633618354813405,0.00012224274617465023,0.0,0.0,0.0,,0,idle
2025-11-19 20:01:00+00:00,1.15212,1.15213,1.15206,1.15212,132.0,9.81680917741853e-05,0.0001185111214479064,0.0,0.0,0.0,,0,idle
2025-11-19 20:02:00+00:00,1.15212,1.15218,1.15207,1.15217,93.0,0.00010408404588723092,0.00011790318420164713,0.0,0.0,0.0,,0,idle
2025-11-19 20:03:00+00:00,1.15217,1.15227,1.15217,1.15226,105.0,0.00010204202294372098,0.00011662438533011597,0.0,0.0,0.0,,0,idle
2025-11-19 20:04:00+00:00,1.15227,1.15236,1.15223,1.15231,77.0,0.00011602101147195325,0.00011757978637797808,0.0,0.0,0.0,,0,idle
2025-11-19 20:05:00+00:00,1.15231,1.15243,1.15231,1.15239,143.0,0.00011801050573614765,0.00011775265877957552,0.0,0.0,0.0,,0,idle
2025-11-19 20:06:00+00:00,1.15238,1.15246,1.15237,1.15242,85.0,0.00010400525286825761,0.00011577032600963209,0.0,0.0,0.0,,0,idle
2025-11-19 20:07:00+00:00,1.15242,1.15243,1.15239,1.15241,46.0,7.200262643425983e-05,0.00011035815986610565,0.0,0.0,0.0,,0,idle
